0	1	2	3	4	5	6	7	8	9	10	11	12	13	14
SS50377_21476	9de175155ff6c9a188cde8a441276246	599	SMART	SM00261	furin_3	331	384	4.3	T	09-11-2021	IPR006212	Furin-like repeat		
SS50377_21476	9de175155ff6c9a188cde8a441276246	599	SMART	SM00261	furin_3	436	495	47.0	T	09-11-2021	IPR006212	Furin-like repeat		
SS50377_21476	9de175155ff6c9a188cde8a441276246	599	SMART	SM00261	furin_3	390	432	3.5	T	09-11-2021	IPR006212	Furin-like repeat		
SS50377_21476	9de175155ff6c9a188cde8a441276246	599	Pfam	PF03302	Giardia variant-specific surface protein	69	182	1.8E-8	T	09-11-2021	IPR005127	Giardia variant-specific surface protein		
SS50377_21476	9de175155ff6c9a188cde8a441276246	599	SUPERFAMILY	SSF57184	Growth factor receptor domain	302	423	3.27E-12	T	09-11-2021	IPR009030	Growth factor receptor cysteine-rich domain superfamily		
SS50377_21476	9de175155ff6c9a188cde8a441276246	599	PANTHER	PTHR23275	CABRIOLET.-RELATED	183	484	2.5E-20	T	09-11-2021				
SS50377_21476	9de175155ff6c9a188cde8a441276246	599	PANTHER	PTHR23275	CABRIOLET.-RELATED	23	186	2.5E-20	T	09-11-2021				
SS50377_21477	ba6d93cd2b4d1de2daffcf6ca7401c61	599	SUPERFAMILY	SSF57184	Growth factor receptor domain	90	184	1.63E-10	T	09-11-2021	IPR009030	Growth factor receptor cysteine-rich domain superfamily		
SS50377_21477	ba6d93cd2b4d1de2daffcf6ca7401c61	599	SUPERFAMILY	SSF57184	Growth factor receptor domain	416	536	1.57E-10	T	09-11-2021	IPR009030	Growth factor receptor cysteine-rich domain superfamily		
SS50377_21477	ba6d93cd2b4d1de2daffcf6ca7401c61	599	SMART	SM00261	furin_3	501	544	14.0	T	09-11-2021	IPR006212	Furin-like repeat		
SS50377_21477	ba6d93cd2b4d1de2daffcf6ca7401c61	599	SMART	SM00261	furin_3	180	230	5.8	T	09-11-2021	IPR006212	Furin-like repeat		
SS50377_21477	ba6d93cd2b4d1de2daffcf6ca7401c61	599	SMART	SM00261	furin_3	120	169	3.3	T	09-11-2021	IPR006212	Furin-like repeat		
SS50377_21477	ba6d93cd2b4d1de2daffcf6ca7401c61	599	SMART	SM00261	furin_3	331	384	4.3	T	09-11-2021	IPR006212	Furin-like repeat		
SS50377_21477	ba6d93cd2b4d1de2daffcf6ca7401c61	599	SMART	SM00261	furin_3	59	108	28.0	T	09-11-2021	IPR006212	Furin-like repeat		
SS50377_21477	ba6d93cd2b4d1de2daffcf6ca7401c61	599	SMART	SM00261	furin_3	390	432	3.5	T	09-11-2021	IPR006212	Furin-like repeat		
SS50377_21477	ba6d93cd2b4d1de2daffcf6ca7401c61	599	SMART	SM00261	furin_3	436	495	47.0	T	09-11-2021	IPR006212	Furin-like repeat		
SS50377_21477	ba6d93cd2b4d1de2daffcf6ca7401c61	599	PANTHER	PTHR23275	CABRIOLET.-RELATED	23	186	1.4E-20	T	09-11-2021				
SS50377_21477	ba6d93cd2b4d1de2daffcf6ca7401c61	599	PANTHER	PTHR23275	CABRIOLET.-RELATED	183	378	1.4E-20	T	09-11-2021				
SS50377_21477	ba6d93cd2b4d1de2daffcf6ca7401c61	599	Gene3D	G3DSA:2.10.220.10	Hormone Receptor	331	431	1.9E-7	T	09-11-2021				
SS50377_21477	ba6d93cd2b4d1de2daffcf6ca7401c61	599	Gene3D	G3DSA:2.10.220.10	Hormone Receptor	449	547	2.3E-5	T	09-11-2021				
SS50377_21477	ba6d93cd2b4d1de2daffcf6ca7401c61	599	SUPERFAMILY	SSF57184	Growth factor receptor domain	302	423	3.27E-12	T	09-11-2021	IPR009030	Growth factor receptor cysteine-rich domain superfamily		
SS50377_21477	ba6d93cd2b4d1de2daffcf6ca7401c61	599	SMART	SM00181	egf_5	155	184	100.0	T	09-11-2021	IPR000742	EGF-like domain		
SS50377_21477	ba6d93cd2b4d1de2daffcf6ca7401c61	599	SMART	SM00181	egf_5	506	535	43.0	T	09-11-2021	IPR000742	EGF-like domain		
SS50377_21477	ba6d93cd2b4d1de2daffcf6ca7401c61	599	SMART	SM00181	egf_5	94	124	28.0	T	09-11-2021	IPR000742	EGF-like domain		
SS50377_21477	ba6d93cd2b4d1de2daffcf6ca7401c61	599	SMART	SM00181	egf_5	305	335	110.0	T	09-11-2021	IPR000742	EGF-like domain		
SS50377_21477	ba6d93cd2b4d1de2daffcf6ca7401c61	599	SMART	SM00181	egf_5	125	154	160.0	T	09-11-2021	IPR000742	EGF-like domain		
SS50377_21477	ba6d93cd2b4d1de2daffcf6ca7401c61	599	SMART	SM00181	egf_5	64	93	130.0	T	09-11-2021	IPR000742	EGF-like domain		
SS50377_21477	ba6d93cd2b4d1de2daffcf6ca7401c61	599	SMART	SM00181	egf_5	31	63	35.0	T	09-11-2021	IPR000742	EGF-like domain		
SS50377_21477	ba6d93cd2b4d1de2daffcf6ca7401c61	599	SMART	SM00181	egf_5	336	365	0.2	T	09-11-2021	IPR000742	EGF-like domain		
SS50377_21477	ba6d93cd2b4d1de2daffcf6ca7401c61	599	SMART	SM00181	egf_5	441	479	69.0	T	09-11-2021	IPR000742	EGF-like domain		
SS50377_21477	ba6d93cd2b4d1de2daffcf6ca7401c61	599	SMART	SM00181	egf_5	392	424	97.0	T	09-11-2021	IPR000742	EGF-like domain		
SS50377_21477	ba6d93cd2b4d1de2daffcf6ca7401c61	599	SMART	SM00181	egf_5	185	214	22.0	T	09-11-2021	IPR000742	EGF-like domain		
SS50377_21477	ba6d93cd2b4d1de2daffcf6ca7401c61	599	SUPERFAMILY	SSF57184	Growth factor receptor domain	11	133	1.73E-8	T	09-11-2021	IPR009030	Growth factor receptor cysteine-rich domain superfamily		
SS50377_21477	ba6d93cd2b4d1de2daffcf6ca7401c61	599	PANTHER	PTHR23275:SF94	VARIANT-SPECIFIC SURFACE PROTEIN	23	186	1.4E-20	T	09-11-2021				
SS50377_21477	ba6d93cd2b4d1de2daffcf6ca7401c61	599	PANTHER	PTHR23275:SF94	VARIANT-SPECIFIC SURFACE PROTEIN	183	378	1.4E-20	T	09-11-2021				
SS50377_21477	ba6d93cd2b4d1de2daffcf6ca7401c61	599	Pfam	PF03302	Giardia variant-specific surface protein	69	182	1.8E-8	T	09-11-2021	IPR005127	Giardia variant-specific surface protein		
SS50377_21477	ba6d93cd2b4d1de2daffcf6ca7401c61	599	SUPERFAMILY	SSF57184	Growth factor receptor domain	153	281	7.07E-10	T	09-11-2021	IPR009030	Growth factor receptor cysteine-rich domain superfamily		
SS50377_21478	ba6d93cd2b4d1de2daffcf6ca7401c61	599	SUPERFAMILY	SSF57184	Growth factor receptor domain	90	184	1.63E-10	T	09-11-2021	IPR009030	Growth factor receptor cysteine-rich domain superfamily		
SS50377_21478	ba6d93cd2b4d1de2daffcf6ca7401c61	599	SUPERFAMILY	SSF57184	Growth factor receptor domain	416	536	1.57E-10	T	09-11-2021	IPR009030	Growth factor receptor cysteine-rich domain superfamily		
SS50377_21478	ba6d93cd2b4d1de2daffcf6ca7401c61	599	SMART	SM00261	furin_3	501	544	14.0	T	09-11-2021	IPR006212	Furin-like repeat		
SS50377_21478	ba6d93cd2b4d1de2daffcf6ca7401c61	599	SMART	SM00261	furin_3	180	230	5.8	T	09-11-2021	IPR006212	Furin-like repeat		
SS50377_21478	ba6d93cd2b4d1de2daffcf6ca7401c61	599	SMART	SM00261	furin_3	120	169	3.3	T	09-11-2021	IPR006212	Furin-like repeat		
SS50377_21478	ba6d93cd2b4d1de2daffcf6ca7401c61	599	SMART	SM00261	furin_3	331	384	4.3	T	09-11-2021	IPR006212	Furin-like repeat		
SS50377_21478	ba6d93cd2b4d1de2daffcf6ca7401c61	599	SMART	SM00261	furin_3	59	108	28.0	T	09-11-2021	IPR006212	Furin-like repeat		
SS50377_21478	ba6d93cd2b4d1de2daffcf6ca7401c61	599	SMART	SM00261	furin_3	390	432	3.5	T	09-11-2021	IPR006212	Furin-like repeat		
SS50377_21478	ba6d93cd2b4d1de2daffcf6ca7401c61	599	SMART	SM00261	furin_3	436	495	47.0	T	09-11-2021	IPR006212	Furin-like repeat		
SS50377_21478	ba6d93cd2b4d1de2daffcf6ca7401c61	599	PANTHER	PTHR23275	CABRIOLET.-RELATED	23	186	1.4E-20	T	09-11-2021				
SS50377_21478	ba6d93cd2b4d1de2daffcf6ca7401c61	599	PANTHER	PTHR23275	CABRIOLET.-RELATED	183	378	1.4E-20	T	09-11-2021				
SS50377_21478	ba6d93cd2b4d1de2daffcf6ca7401c61	599	Gene3D	G3DSA:2.10.220.10	Hormone Receptor	331	431	1.9E-7	T	09-11-2021				
SS50377_21478	ba6d93cd2b4d1de2daffcf6ca7401c61	599	Gene3D	G3DSA:2.10.220.10	Hormone Receptor	449	547	2.3E-5	T	09-11-2021				
SS50377_21478	ba6d93cd2b4d1de2daffcf6ca7401c61	599	SUPERFAMILY	SSF57184	Growth factor receptor domain	302	423	3.27E-12	T	09-11-2021	IPR009030	Growth factor receptor cysteine-rich domain superfamily		
SS50377_21478	ba6d93cd2b4d1de2daffcf6ca7401c61	599	SMART	SM00181	egf_5	155	184	100.0	T	09-11-2021	IPR000742	EGF-like domain		
SS50377_21478	ba6d93cd2b4d1de2daffcf6ca7401c61	599	SMART	SM00181	egf_5	506	535	43.0	T	09-11-2021	IPR000742	EGF-like domain		
SS50377_21478	ba6d93cd2b4d1de2daffcf6ca7401c61	599	SMART	SM00181	egf_5	94	124	28.0	T	09-11-2021	IPR000742	EGF-like domain		
SS50377_21478	ba6d93cd2b4d1de2daffcf6ca7401c61	599	SMART	SM00181	egf_5	305	335	110.0	T	09-11-2021	IPR000742	EGF-like domain		
SS50377_21478	ba6d93cd2b4d1de2daffcf6ca7401c61	599	SMART	SM00181	egf_5	125	154	160.0	T	09-11-2021	IPR000742	EGF-like domain		
SS50377_21478	ba6d93cd2b4d1de2daffcf6ca7401c61	599	SMART	SM00181	egf_5	64	93	130.0	T	09-11-2021	IPR000742	EGF-like domain		
SS50377_21478	ba6d93cd2b4d1de2daffcf6ca7401c61	599	SMART	SM00181	egf_5	31	63	35.0	T	09-11-2021	IPR000742	EGF-like domain		
SS50377_21478	ba6d93cd2b4d1de2daffcf6ca7401c61	599	SMART	SM00181	egf_5	336	365	0.2	T	09-11-2021	IPR000742	EGF-like domain		
SS50377_21478	ba6d93cd2b4d1de2daffcf6ca7401c61	599	SMART	SM00181	egf_5	441	479	69.0	T	09-11-2021	IPR000742	EGF-like domain		
SS50377_21478	ba6d93cd2b4d1de2daffcf6ca7401c61	599	SMART	SM00181	egf_5	392	424	97.0	T	09-11-2021	IPR000742	EGF-like domain		
SS50377_21478	ba6d93cd2b4d1de2daffcf6ca7401c61	599	SMART	SM00181	egf_5	185	214	22.0	T	09-11-2021	IPR000742	EGF-like domain		
SS50377_21478	ba6d93cd2b4d1de2daffcf6ca7401c61	599	SUPERFAMILY	SSF57184	Growth factor receptor domain	11	133	1.73E-8	T	09-11-2021	IPR009030	Growth factor receptor cysteine-rich domain superfamily		
SS50377_21478	ba6d93cd2b4d1de2daffcf6ca7401c61	599	PANTHER	PTHR23275:SF94	VARIANT-SPECIFIC SURFACE PROTEIN	23	186	1.4E-20	T	09-11-2021				
SS50377_21478	ba6d93cd2b4d1de2daffcf6ca7401c61	599	PANTHER	PTHR23275:SF94	VARIANT-SPECIFIC SURFACE PROTEIN	183	378	1.4E-20	T	09-11-2021				
SS50377_21478	ba6d93cd2b4d1de2daffcf6ca7401c61	599	Pfam	PF03302	Giardia variant-specific surface protein	69	182	1.8E-8	T	09-11-2021	IPR005127	Giardia variant-specific surface protein		
SS50377_21478	ba6d93cd2b4d1de2daffcf6ca7401c61	599	SUPERFAMILY	SSF57184	Growth factor receptor domain	153	281	7.07E-10	T	09-11-2021	IPR009030	Growth factor receptor cysteine-rich domain superfamily		
SS50377_24183	102079fb5eb782806827122560f4cf98	573	PANTHER	PTHR23275:SF94	VARIANT-SPECIFIC SURFACE PROTEIN	152	317	3.8E-28	T	09-11-2021				
SS50377_24183	102079fb5eb782806827122560f4cf98	573	SUPERFAMILY	SSF57184	Growth factor receptor domain	5	92	2.69E-7	T	09-11-2021	IPR009030	Growth factor receptor cysteine-rich domain superfamily		
SS50377_24183	102079fb5eb782806827122560f4cf98	573	SMART	SM00181	egf_5	64	93	11.0	T	09-11-2021	IPR000742	EGF-like domain		
SS50377_24183	102079fb5eb782806827122560f4cf98	573	SMART	SM00181	egf_5	31	63	68.0	T	09-11-2021	IPR000742	EGF-like domain		
SS50377_24183	102079fb5eb782806827122560f4cf98	573	SMART	SM00181	egf_5	155	183	210.0	T	09-11-2021	IPR000742	EGF-like domain		
SS50377_24183	102079fb5eb782806827122560f4cf98	573	SMART	SM00181	egf_5	94	124	130.0	T	09-11-2021	IPR000742	EGF-like domain		
SS50377_24183	102079fb5eb782806827122560f4cf98	573	SMART	SM00181	egf_5	445	474	15.0	T	09-11-2021	IPR000742	EGF-like domain		
SS50377_24183	102079fb5eb782806827122560f4cf98	573	SMART	SM00181	egf_5	125	154	51.0	T	09-11-2021	IPR000742	EGF-like domain		
SS50377_24183	102079fb5eb782806827122560f4cf98	573	SMART	SM00181	egf_5	389	418	130.0	T	09-11-2021	IPR000742	EGF-like domain		
SS50377_24183	102079fb5eb782806827122560f4cf98	573	SMART	SM00181	egf_5	330	359	28.0	T	09-11-2021	IPR000742	EGF-like domain		
SS50377_24183	102079fb5eb782806827122560f4cf98	573	PANTHER	PTHR23275:SF94	VARIANT-SPECIFIC SURFACE PROTEIN	11	134	3.8E-28	T	09-11-2021				
SS50377_24183	102079fb5eb782806827122560f4cf98	573	PANTHER	PTHR23275:SF94	VARIANT-SPECIFIC SURFACE PROTEIN	311	500	3.8E-28	T	09-11-2021				
SS50377_24183	102079fb5eb782806827122560f4cf98	573	PANTHER	PTHR23275	CABRIOLET.-RELATED	311	500	3.8E-28	T	09-11-2021				
SS50377_24183	102079fb5eb782806827122560f4cf98	573	SUPERFAMILY	SSF57184	Growth factor receptor domain	61	185	4.71E-11	T	09-11-2021	IPR009030	Growth factor receptor cysteine-rich domain superfamily		
SS50377_24183	102079fb5eb782806827122560f4cf98	573	SMART	SM00261	furin_3	325	378	3.4	T	09-11-2021	IPR006212	Furin-like repeat		
SS50377_24183	102079fb5eb782806827122560f4cf98	573	SMART	SM00261	furin_3	179	228	0.36	T	09-11-2021	IPR006212	Furin-like repeat		
SS50377_24183	102079fb5eb782806827122560f4cf98	573	SMART	SM00261	furin_3	295	324	55.0	T	09-11-2021	IPR006212	Furin-like repeat		
SS50377_24183	102079fb5eb782806827122560f4cf98	573	SMART	SM00261	furin_3	59	107	2.7	T	09-11-2021	IPR006212	Furin-like repeat		
SS50377_24183	102079fb5eb782806827122560f4cf98	573	SMART	SM00261	furin_3	384	434	0.54	T	09-11-2021	IPR006212	Furin-like repeat		
SS50377_24183	102079fb5eb782806827122560f4cf98	573	SMART	SM00261	furin_3	440	489	13.0	T	09-11-2021	IPR006212	Furin-like repeat		
SS50377_24183	102079fb5eb782806827122560f4cf98	573	SMART	SM00261	furin_3	120	169	33.0	T	09-11-2021	IPR006212	Furin-like repeat		
SS50377_24183	102079fb5eb782806827122560f4cf98	573	PANTHER	PTHR23275	CABRIOLET.-RELATED	152	317	3.8E-28	T	09-11-2021				
SS50377_24183	102079fb5eb782806827122560f4cf98	573	PANTHER	PTHR23275	CABRIOLET.-RELATED	11	134	3.8E-28	T	09-11-2021				
SS50377_24183	102079fb5eb782806827122560f4cf98	573	SUPERFAMILY	SSF57184	Growth factor receptor domain	295	454	7.26E-15	T	09-11-2021	IPR009030	Growth factor receptor cysteine-rich domain superfamily		
SS50377_24183	102079fb5eb782806827122560f4cf98	573	Gene3D	G3DSA:2.10.220.10	Hormone Receptor	330	427	3.4E-7	T	09-11-2021				
SS50377_24183	102079fb5eb782806827122560f4cf98	573	SUPERFAMILY	SSF57184	Growth factor receptor domain	153	275	1.04E-7	T	09-11-2021	IPR009030	Growth factor receptor cysteine-rich domain superfamily		
SS50377_24183	102079fb5eb782806827122560f4cf98	573	SUPERFAMILY	SSF57184	Growth factor receptor domain	425	505	2.88E-8	T	09-11-2021	IPR009030	Growth factor receptor cysteine-rich domain superfamily		
SS50377_24187	102079fb5eb782806827122560f4cf98	573	PANTHER	PTHR23275:SF94	VARIANT-SPECIFIC SURFACE PROTEIN	152	317	3.8E-28	T	09-11-2021				
SS50377_24187	102079fb5eb782806827122560f4cf98	573	SUPERFAMILY	SSF57184	Growth factor receptor domain	5	92	2.69E-7	T	09-11-2021	IPR009030	Growth factor receptor cysteine-rich domain superfamily		
SS50377_24187	102079fb5eb782806827122560f4cf98	573	SMART	SM00181	egf_5	64	93	11.0	T	09-11-2021	IPR000742	EGF-like domain		
SS50377_24187	102079fb5eb782806827122560f4cf98	573	SMART	SM00181	egf_5	31	63	68.0	T	09-11-2021	IPR000742	EGF-like domain		
SS50377_24187	102079fb5eb782806827122560f4cf98	573	SMART	SM00181	egf_5	155	183	210.0	T	09-11-2021	IPR000742	EGF-like domain		
SS50377_24187	102079fb5eb782806827122560f4cf98	573	SMART	SM00181	egf_5	94	124	130.0	T	09-11-2021	IPR000742	EGF-like domain		
SS50377_24187	102079fb5eb782806827122560f4cf98	573	SMART	SM00181	egf_5	445	474	15.0	T	09-11-2021	IPR000742	EGF-like domain		
SS50377_24187	102079fb5eb782806827122560f4cf98	573	SMART	SM00181	egf_5	125	154	51.0	T	09-11-2021	IPR000742	EGF-like domain		
SS50377_24187	102079fb5eb782806827122560f4cf98	573	SMART	SM00181	egf_5	389	418	130.0	T	09-11-2021	IPR000742	EGF-like domain		
SS50377_24187	102079fb5eb782806827122560f4cf98	573	SMART	SM00181	egf_5	330	359	28.0	T	09-11-2021	IPR000742	EGF-like domain		
SS50377_24187	102079fb5eb782806827122560f4cf98	573	PANTHER	PTHR23275:SF94	VARIANT-SPECIFIC SURFACE PROTEIN	11	134	3.8E-28	T	09-11-2021				
SS50377_24187	102079fb5eb782806827122560f4cf98	573	PANTHER	PTHR23275:SF94	VARIANT-SPECIFIC SURFACE PROTEIN	311	500	3.8E-28	T	09-11-2021				
SS50377_24187	102079fb5eb782806827122560f4cf98	573	PANTHER	PTHR23275	CABRIOLET.-RELATED	311	500	3.8E-28	T	09-11-2021				
SS50377_24187	102079fb5eb782806827122560f4cf98	573	SUPERFAMILY	SSF57184	Growth factor receptor domain	61	185	4.71E-11	T	09-11-2021	IPR009030	Growth factor receptor cysteine-rich domain superfamily		
SS50377_24187	102079fb5eb782806827122560f4cf98	573	SMART	SM00261	furin_3	325	378	3.4	T	09-11-2021	IPR006212	Furin-like repeat		
SS50377_24187	102079fb5eb782806827122560f4cf98	573	SMART	SM00261	furin_3	179	228	0.36	T	09-11-2021	IPR006212	Furin-like repeat		
SS50377_24187	102079fb5eb782806827122560f4cf98	573	SMART	SM00261	furin_3	295	324	55.0	T	09-11-2021	IPR006212	Furin-like repeat		
SS50377_24187	102079fb5eb782806827122560f4cf98	573	SMART	SM00261	furin_3	59	107	2.7	T	09-11-2021	IPR006212	Furin-like repeat		
SS50377_24187	102079fb5eb782806827122560f4cf98	573	SMART	SM00261	furin_3	384	434	0.54	T	09-11-2021	IPR006212	Furin-like repeat		
SS50377_24187	102079fb5eb782806827122560f4cf98	573	SMART	SM00261	furin_3	440	489	13.0	T	09-11-2021	IPR006212	Furin-like repeat		
SS50377_24187	102079fb5eb782806827122560f4cf98	573	SMART	SM00261	furin_3	120	169	33.0	T	09-11-2021	IPR006212	Furin-like repeat		
SS50377_24187	102079fb5eb782806827122560f4cf98	573	PANTHER	PTHR23275	CABRIOLET.-RELATED	152	317	3.8E-28	T	09-11-2021				
SS50377_24187	102079fb5eb782806827122560f4cf98	573	PANTHER	PTHR23275	CABRIOLET.-RELATED	11	134	3.8E-28	T	09-11-2021				
SS50377_24187	102079fb5eb782806827122560f4cf98	573	SUPERFAMILY	SSF57184	Growth factor receptor domain	295	454	7.26E-15	T	09-11-2021	IPR009030	Growth factor receptor cysteine-rich domain superfamily		
SS50377_24187	102079fb5eb782806827122560f4cf98	573	Gene3D	G3DSA:2.10.220.10	Hormone Receptor	330	427	3.4E-7	T	09-11-2021				
SS50377_24187	102079fb5eb782806827122560f4cf98	573	SUPERFAMILY	SSF57184	Growth factor receptor domain	153	275	1.04E-7	T	09-11-2021	IPR009030	Growth factor receptor cysteine-rich domain superfamily		
SS50377_24187	102079fb5eb782806827122560f4cf98	573	SUPERFAMILY	SSF57184	Growth factor receptor domain	425	505	2.88E-8	T	09-11-2021	IPR009030	Growth factor receptor cysteine-rich domain superfamily		
SS50377_27750	89aca5aa90efa95cfc5ff7c77cd40917	577	SMART	SM00181	egf_5	449	478	72.0	T	09-11-2021	IPR000742	EGF-like domain		
SS50377_27750	89aca5aa90efa95cfc5ff7c77cd40917	577	SMART	SM00181	egf_5	214	243	250.0	T	09-11-2021	IPR000742	EGF-like domain		
SS50377_27750	89aca5aa90efa95cfc5ff7c77cd40917	577	SMART	SM00181	egf_5	330	359	58.0	T	09-11-2021	IPR000742	EGF-like domain		
SS50377_27750	89aca5aa90efa95cfc5ff7c77cd40917	577	SMART	SM00181	egf_5	64	93	15.0	T	09-11-2021	IPR000742	EGF-like domain		
SS50377_27750	89aca5aa90efa95cfc5ff7c77cd40917	577	SMART	SM00181	egf_5	31	63	60.0	T	09-11-2021	IPR000742	EGF-like domain		
SS50377_27750	89aca5aa90efa95cfc5ff7c77cd40917	577	SMART	SM00181	egf_5	125	154	70.0	T	09-11-2021	IPR000742	EGF-like domain		
SS50377_27750	89aca5aa90efa95cfc5ff7c77cd40917	577	SMART	SM00181	egf_5	300	329	120.0	T	09-11-2021	IPR000742	EGF-like domain		
SS50377_27750	89aca5aa90efa95cfc5ff7c77cd40917	577	SMART	SM00181	egf_5	393	422	97.0	T	09-11-2021	IPR000742	EGF-like domain		
SS50377_27750	89aca5aa90efa95cfc5ff7c77cd40917	577	SMART	SM00261	furin_3	444	493	23.0	T	09-11-2021	IPR006212	Furin-like repeat		
SS50377_27750	89aca5aa90efa95cfc5ff7c77cd40917	577	SMART	SM00261	furin_3	295	324	28.0	T	09-11-2021	IPR006212	Furin-like repeat		
SS50377_27750	89aca5aa90efa95cfc5ff7c77cd40917	577	SMART	SM00261	furin_3	150	199	17.0	T	09-11-2021	IPR006212	Furin-like repeat		
SS50377_27750	89aca5aa90efa95cfc5ff7c77cd40917	577	SMART	SM00261	furin_3	26	71	2.5	T	09-11-2021	IPR006212	Furin-like repeat		
SS50377_27750	89aca5aa90efa95cfc5ff7c77cd40917	577	SMART	SM00261	furin_3	209	259	3.0	T	09-11-2021	IPR006212	Furin-like repeat		
SS50377_27750	89aca5aa90efa95cfc5ff7c77cd40917	577	SMART	SM00261	furin_3	325	372	0.23	T	09-11-2021	IPR006212	Furin-like repeat		
SS50377_27750	89aca5aa90efa95cfc5ff7c77cd40917	577	SMART	SM00261	furin_3	388	438	0.5	T	09-11-2021	IPR006212	Furin-like repeat		
SS50377_27750	89aca5aa90efa95cfc5ff7c77cd40917	577	SUPERFAMILY	SSF57184	Growth factor receptor domain	61	153	4.71E-11	T	09-11-2021	IPR009030	Growth factor receptor cysteine-rich domain superfamily		
SS50377_27750	89aca5aa90efa95cfc5ff7c77cd40917	577	PANTHER	PTHR23275	CABRIOLET.-RELATED	10	215	5.5E-27	T	09-11-2021				
SS50377_27750	89aca5aa90efa95cfc5ff7c77cd40917	577	PANTHER	PTHR23275	CABRIOLET.-RELATED	311	502	5.5E-27	T	09-11-2021				
SS50377_27750	89aca5aa90efa95cfc5ff7c77cd40917	577	PANTHER	PTHR23275:SF94	VARIANT-SPECIFIC SURFACE PROTEIN	10	215	5.5E-27	T	09-11-2021				
SS50377_27750	89aca5aa90efa95cfc5ff7c77cd40917	577	SUPERFAMILY	SSF57184	Growth factor receptor domain	152	276	4.57E-10	T	09-11-2021	IPR009030	Growth factor receptor cysteine-rich domain superfamily		
SS50377_27750	89aca5aa90efa95cfc5ff7c77cd40917	577	Gene3D	G3DSA:2.10.220.10	Hormone Receptor	389	479	4.2E-7	T	09-11-2021				
SS50377_27750	89aca5aa90efa95cfc5ff7c77cd40917	577	PANTHER	PTHR23275:SF94	VARIANT-SPECIFIC SURFACE PROTEIN	311	502	5.5E-27	T	09-11-2021				
SS50377_27750	89aca5aa90efa95cfc5ff7c77cd40917	577	SUPERFAMILY	SSF57184	Growth factor receptor domain	430	509	1.92E-7	T	09-11-2021	IPR009030	Growth factor receptor cysteine-rich domain superfamily		
SS50377_27750	89aca5aa90efa95cfc5ff7c77cd40917	577	SUPERFAMILY	SSF57184	Growth factor receptor domain	291	437	1.77E-12	T	09-11-2021	IPR009030	Growth factor receptor cysteine-rich domain superfamily		
SS50377_27757	c8b0cb145314f1954a75f49f13a05546	573	SUPERFAMILY	SSF57184	Growth factor receptor domain	152	275	2.66E-9	T	09-11-2021	IPR009030	Growth factor receptor cysteine-rich domain superfamily		
SS50377_27757	c8b0cb145314f1954a75f49f13a05546	573	SUPERFAMILY	SSF57184	Growth factor receptor domain	386	505	4.32E-9	T	09-11-2021	IPR009030	Growth factor receptor cysteine-rich domain superfamily		
SS50377_27757	c8b0cb145314f1954a75f49f13a05546	573	SUPERFAMILY	SSF57184	Growth factor receptor domain	60	164	2.09E-11	T	09-11-2021	IPR009030	Growth factor receptor cysteine-rich domain superfamily		
SS50377_27757	c8b0cb145314f1954a75f49f13a05546	573	PANTHER	PTHR23275:SF94	VARIANT-SPECIFIC SURFACE PROTEIN	16	194	1.3E-23	T	09-11-2021				
SS50377_27757	c8b0cb145314f1954a75f49f13a05546	573	SUPERFAMILY	SSF57184	Growth factor receptor domain	291	434	1.85E-11	T	09-11-2021	IPR009030	Growth factor receptor cysteine-rich domain superfamily		
SS50377_27757	c8b0cb145314f1954a75f49f13a05546	573	SMART	SM00181	egf_5	64	93	18.0	T	09-11-2021	IPR000742	EGF-like domain		
SS50377_27757	c8b0cb145314f1954a75f49f13a05546	573	SMART	SM00181	egf_5	389	418	100.0	T	09-11-2021	IPR000742	EGF-like domain		
SS50377_27757	c8b0cb145314f1954a75f49f13a05546	573	SMART	SM00181	egf_5	125	154	33.0	T	09-11-2021	IPR000742	EGF-like domain		
SS50377_27757	c8b0cb145314f1954a75f49f13a05546	573	SMART	SM00181	egf_5	330	359	31.0	T	09-11-2021	IPR000742	EGF-like domain		
SS50377_27757	c8b0cb145314f1954a75f49f13a05546	573	SMART	SM00181	egf_5	300	329	160.0	T	09-11-2021	IPR000742	EGF-like domain		
SS50377_27757	c8b0cb145314f1954a75f49f13a05546	573	SMART	SM00181	egf_5	31	63	55.0	T	09-11-2021	IPR000742	EGF-like domain		
SS50377_27757	c8b0cb145314f1954a75f49f13a05546	573	SMART	SM00181	egf_5	445	474	75.0	T	09-11-2021	IPR000742	EGF-like domain		
SS50377_27757	c8b0cb145314f1954a75f49f13a05546	573	SMART	SM00261	furin_3	89	139	66.0	T	09-11-2021	IPR006212	Furin-like repeat		
SS50377_27757	c8b0cb145314f1954a75f49f13a05546	573	SMART	SM00261	furin_3	384	428	0.0076	T	09-11-2021	IPR006212	Furin-like repeat		
SS50377_27757	c8b0cb145314f1954a75f49f13a05546	573	SMART	SM00261	furin_3	440	489	45.0	T	09-11-2021	IPR006212	Furin-like repeat		
SS50377_27757	c8b0cb145314f1954a75f49f13a05546	573	SMART	SM00261	furin_3	209	259	8.2	T	09-11-2021	IPR006212	Furin-like repeat		
SS50377_27757	c8b0cb145314f1954a75f49f13a05546	573	SMART	SM00261	furin_3	325	378	3.5	T	09-11-2021	IPR006212	Furin-like repeat		
